Dataset	MAG	Superkindom	Phylumn	Class	Order	Family	Genu	Species	Completeness	Contamination	Size (bp)	Total_cds	Category_L	Percentage
DSGC	FDZ064-BaGW12-14 (OES00301663)_bin.47	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__2-02-FULL-58-16	g__JACZQZ01	s__	90.25	1.04	2617633	2609	121	0.0464
DSGC	FDZ064-BaGW12-14 (OES00301663)_bin.63	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__JADFNO01	s__	97.72	2.272	4201550	3814	246	0.0645
DSGC	FDZ064-BaGW12-14 (OES00301663)_bin.64	d__Bacteria	p__Planctomycetota	c__UBA8742	o__UBA2392	f__UBA2392	g__	s__	93.11	2.272	3919681	3211	159	0.0495
DSGC	FDZ064-BaGW12-14 (OES00301663)_bin.74	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA3495	f__UBA3495	g__UBA1141	s__	95.7	3.564	4224089	4117	208	0.0505
DSGC	FDZ064-BaGW12-14 (OES00301663)_bin.77	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__	g__	s__	91.14	2.747	5339164	4995	258	0.0517
DSGC	FDZ064-BaGW12-14 (OES00301663)_bin.79	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__	s__	96.59	1.704	4143200	3580	192	0.0536
DSGC	FDZ064-BaGW12-14 (OES00301663)_bin.93	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__JADFIX01	s__	96.59	1.136	4256590	3544	235	0.0663
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.108	d__Bacteria	p__SAR324	c__SAR324	o__SAR324	f__JACQKK01	g__JACQHH01	s__	91.31	3.249	4874864	4420	275	0.0622
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.117	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__	s__	96.7	2.197	3934920	3561	163	0.0458
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.159	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA7887	f__UBA7887	g__	s__	97.75	0.978	4207192	4175	208	0.0498
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.166	d__Bacteria	p__OLB16	c__OLB16	o__SURF-12	f__	g__	s__	96.62	0	5258933	5095	345	0.0677
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.197	d__Bacteria	p__Planctomycetota	c__Brocadiia	o__Brocadiales	f__Anammoxibacteraceae	g__Anammoxibacter_A	s__	91.59	1.136	3769348	3776	219	0.058
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.1	d__Bacteria	p__UBA8248	c__UBA8248	o__UBA8248	f__UBA8248	g__UBA8248	s__	97.43	1.025	3914943	3893	126	0.0324
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.44	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__JACZXQ01	s__	98.9	3.296	2773837	2593	120	0.0463
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.49	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__UBA1138	s__	94.44	2.197	3814806	3714	235	0.0633
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.51	d__Bacteria	p__SAR324	c__SAR324	o__SAR324	f__JACQKK01	g__JACQHH01	s__	91.08	4.481	4420800	4114	257	0.0625
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.60	d__Bacteria	p__Sumerlaeota	c__Sumerlaeia	o__UBA8349	f__	g__	s__	92.94	0.537	3532319	3085	191	0.0619
DSGC	FDZ064-BuG10-12-7 (OES00301666)_bin.63	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__MPNO01	f__MPNO01	g__	s__	96.06	0.995	4530450	4440	140	0.0315
DSGC	FDZ064-BuG16-18 (OES00301668)_bin.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__G020353235	g__G020353235	s__	95.7	1.98	1997897	2140	146	0.0682
DSGC	FDZ064-BuG16-18 (OES00301668)_bin.4	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__	98.86	0.896	4173602	3446	205	0.0595
DSGC	FDZ064-BuG8-10 (OES00301673)_bin.10	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__GCA-002733185	s__GCA-002733185	93.31	0.38	2214041	2101	101	0.0481
DSGC	FDZ064-GR0-2 (OES00301674)_bin.69	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__UBA6623	g__	s__	92.43	1.976	3919060	3868	194	0.0502
DSGC	FDZ064-GR0-2 (OES00301674)_bin.85	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__	90.65	4.295	3434675	3465	134	0.0387
DSGC	FDZ064-GR14-16 (OES00301676)_bin.16	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SM23-28-2	f__RBG-16-64-32	g__CF-162	s__CF-162	90.75	0	1943310	2134	109	0.0511
DSGC	FDZ064-RRG10-12 (OES00301680)_bin.3	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__Casp-alpha2	g__Casp-alpha2	s__	92.85	1.537	2661820	2766	132	0.0477
DSGC	FDZ064-RRG4-6 (OES00301683)_bin.111	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__EnvOPS12	g__JAABUE01	s__	93	0	3531264	3649	210	0.0576
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.104	d__Bacteria	p__Planctomycetota	c__SZUA-567	o__JAFGGJ01	f__	g__	s__	93.54	2.15	5865065	5119	370	0.0723
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.105	d__Bacteria	p__Planctomycetota	c__SZUA-567	o__SZUA-567	f__JAFGNG01	g__	s__	96.68	1.075	4486854	3687	196	0.0532
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.106	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__GCA-2720975	s__	91.39	1.075	5804035	4840	228	0.0471
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.13	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__UBA7434	g__UBA7434	s__	93.99	1.216	4893676	4578	256	0.0559
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.157	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__	93.65	0.333	3491229	3482	214	0.0615
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.165	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__JAJRYK01	s__	91.22	1.159	2203938	2219	139	0.0626
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.28	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__UBA1135	g__GCA-2746235	s__	95.16	1.075	2481293	2242	114	0.0508
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.30	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__02-12-FULL-59-9	f__	g__	s__	96.62	0.44	3533313	3174	137	0.0432
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.3	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__GCA-2720975	s__	95.69	1.612	6013415	5030	248	0.0493
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.44	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__IMCC26256	f__	g__	s__	99.14	1.282	2738975	2855	132	0.0462
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.5	d__Bacteria	p__SAR324	c__SAR324	o__SAR324	f__JACQKK01	g__	s__	93.16	2.564	4644138	4254	265	0.0623
DSGC	FDZ064-RRG6-8 (OES00301684)_bin.66	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__UBA822	s__	95.53	3.296	3454354	3293	160	0.0486
DSGC	FDZ064-RWG10-12 (OES00301687)_bin.21	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__BMS3BBIN02	s__BMS3BBIN02	98.29	1.282	2614163	2838	167	0.0588
DSGC	FDZ064-RWG12-14 (OES00301688)_bin.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SM23-28-2	f__RBG-16-64-32	g__JADFNQ01	s__	92.54	3.96	2226333	2562	117	0.0457
DSGC	FDZ064-RWG20-22 (OES00301690)_bin.39	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__FEB-12	g__	s__	97.73	1.098	3314205	2779	179	0.0644
DSGC	FDZ064-RWG20-22 (OES00301690)_bin.46	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__B3-G11	s__	98.29	1.994	1876596	1974	115	0.0583
DSGC	FDZ064-YGR10-12 (OES00301697)_bin.106	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__GCA-002770795	g__21-14-all-40-8	s__	94.14	0.378	3530482	3281	192	0.0585
DSGC	FDZ064-YGR10-12 (OES00301697)_bin.18	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA1565	g__UBA1565	s__	93.25	0.168	3820158	3683	167	0.0453
DSGC	FDZ064-YGR10-12 (OES00301697)_bin.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales_A	f__NORP154	g__GCA-2400975	s__	94.24	2.508	4743549	3939	174	0.0442
DSGC	FDZ064-YGR10-12 (OES00301697)_bin.51	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__VRUG01	s__	94.88	2.84	2352433	2215	109	0.0492
DSGC	FDZ064-YGR10-12 (OES00301697)_bin.66	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__	g__	s__	94.31	1.652	4884331	4500	200	0.0444
DSGC	FDZ064-YGR10-12 (OES00301697)_bin.91	d__Bacteria	p__Sumerlaeota	c__Sumerlaeia	o__UBA8349	f__	g__	s__	96.63	0	3992593	3583	175	0.0488
DSGC	FDZ064-YGR10-12 (OES00301697)_bin.94	d__Bacteria	p__Myxococcota	c__Myxococcia	o__SLRQ01	f__	g__	s__	98.31	1.29	5970192	5652	255	0.0451
DSGC	FDZ064-YGR8-10 (OES00301701)_bin.101	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__AKS1	f__AKS1	g__Sulfuriflexus	s__	90.78	1.146	2506174	2561	143	0.0558
DSGC	FDZ064-YGR8-10 (OES00301701)_bin.129	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__Nitromaritima	s__	94.87	3.418	2959387	2865	126	0.044
DSGC	FDZ064-YGR8-10 (OES00301701)_bin.147	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__JACZUZ01	g__JADFNA01	s__	94.4	1.098	2745472	2388	118	0.0494
DSGC	FDZ064-YGR8-10 (OES00301701)_bin.164	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__F11	f__F11	g__	s__	94.87	0	2513858	2187	102	0.0466
DSGC	FDZ064-YGR8-10 (OES00301701)_bin.46	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__FEN-1343	g__JABMQG01	s__	91.91	1.136	3008703	2915	141	0.0484
DSGC	FDZ064-YGR8-10 (OES00301701)_bin.72	d__Bacteria	p__RBG-13-61-14	c__	o__	f__	g__	s__	97	0.84	3607538	3183	118	0.0371
DSGC	FDZ064-YGR8-10 (OES00301701)_bin.88	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__GCA-2746185	g__	s__	98.92	3.812	4397991	4079	225	0.0552
DSGC	FDZ066-BawG0-2 (OES00301702)_bin.109	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__GCA-2746185	g__	s__	90.29	1.098	5885446	5118	262	0.0512
DSGC	FDZ066-BawG0-2 (OES00301702)_bin.144	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__SZUA-36	g__SZUA-36	s__	92.88	2.204	2406832	2365	116	0.049
DSGC	FDZ066-BawG12-14 (OES00301704)_bin.20	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__FEB-12	g__JACZWU01	s__JACZWU01	97.8	2.811	2634205	2441	107	0.0438
DSGC	FDZ066-BawG6-8 (OES00301710)_bin.15	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA11138	g__	s__	98.67	2.706	4224484	4301	266	0.0618
DSGC	FDZ066-BUG2-4 (OES00301715)_bin.28	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Emcibacteraceae	g__Paremcibacter	s__	93.66	1.778	3000150	3033	140	0.0462
DSGC	FDZ066-BUG2-4 (OES00301715)_bin.50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__JAAEPI01	s__	94.12	1.19	3770829	3559	142	0.0399
DSGC	FDZ066-BUG32-34 (OES00301717)_bin.45	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__DYQA01	g__	s__	93.91	1.689	4375590	4037	202	0.05
DSGC	FDZ066-ww0-2 (OES00301720)_bin.101	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__GCA-020344555	s__	96.3	3.409	4882735	4349	312	0.0717
DSGC	FDZ066-ww0-2 (OES00301720)_bin.38	d__Bacteria	p__KSB1	c__UBA2214	o__CR04bin15	f__CR04bin15	g__CR04bin15	s__CR04bin15	94.99	0	4459816	4078	210	0.0515
DSGC	FDZ066-ww10-12 (OES00301721)_bin.15	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Acidoferrales	f__2-02-FULL-67-57	g__JACZYA01	s__	97.22	1.709	2943472	2610	128	0.049
DSGC	FDZ066-ww10-12 (OES00301721)_bin.30	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__JACZUI01	s__	94.44	0.427	2454954	2673	237	0.0887
DSGC	FDZ066-ww10-12 (OES00301721)_bin.44	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__WJJR01	f__WJJR01	g__JACQFV01	s__	95.05	0	2724600	2371	130	0.0548
DSGC	FDZ066-ww12-14 (OES00301722)_bin.14	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__UBA10348	g__SMXL01	s__	98.02	1.129	3338149	3049	180	0.059
DSGC	FDZ066-ww12-14 (OES00301722)_bin.19	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__DSTF01	f__RBG-16-68-14	g__JACZTE01	s__	93.72	3.96	2695950	2803	123	0.0439
DSGC	FDZ066-ww12-14 (OES00301722)_bin.29	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__PALSA-1355	g__LB-PLM-3	s__	98.85	0	5994381	4917	251	0.051
DSGC	FDZ066-ww12-14 (OES00301722)_bin.72	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__	96.23	0	5899334	5274	458	0.0868
DSGC	FDZ066-ww18-20 (OES00301723)_bin.102	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella	91.75	2.52	3020784	2551	145	0.0568
DSGC	FDZ066-ww18-20 (OES00301723)_bin.103	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella	96.46	2.341	4933142	4658	164	0.0352
DSGC	FDZ066-ww18-20 (OES00301723)_bin.111	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Mesosutterella	s__Mesosutterella	96.87	0	2353526	2067	122	0.059
DSGC	FDZ066-ww18-20 (OES00301723)_bin.112	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__CAG-568	s__CAG-568	98.87	1.123	1474676	1208	101	0.0836
DSGC	FDZ066-ww18-20 (OES00301723)_bin.115	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus	97.98	3.355	2776451	2452	130	0.053
DSGC	FDZ066-ww18-20 (OES00301723)_bin.126	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia	90.08	1.69	2548603	2374	102	0.043
DSGC	FDZ066-ww18-20 (OES00301723)_bin.127	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170	92.17	2.013	2037514	1929	119	0.0617
DSGC	FDZ066-ww18-20 (OES00301723)_bin.128	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia	96.59	1.53	2680491	2391	136	0.0569
DSGC	FDZ066-ww18-20 (OES00301723)_bin.136	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CAG-274	s__CAG-274	97.98	3.782	3133113	3172	241	0.076
DSGC	FDZ066-ww18-20 (OES00301723)_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__UBA1685	s__UBA1685	96.35	0.806	2263256	2297	120	0.0522
DSGC	FDZ066-ww18-20 (OES00301723)_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides	91.49	0.512	3808012	3287	161	0.049
DSGC	FDZ066-ww18-20 (OES00301723)_bin.22	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-417	s__CAG-417	92.13	1.284	1259335	1319	96	0.0728
DSGC	FDZ066-ww18-20 (OES00301723)_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1381	f__UBA1381	g__CAG-41	s__CAG-41	91.61	1.342	2090349	2065	139	0.0673
DSGC	FDZ066-ww18-20 (OES00301723)_bin.34	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__Bilophila	92.3	1.972	3568329	3124	120	0.0384
DSGC	FDZ066-ww18-20 (OES00301723)_bin.46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter	93.95	0	2388709	2064	95	0.046
DSGC	FDZ066-ww18-20 (OES00301723)_bin.51	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter	97.66	0	2236709	1975	115	0.0582
DSGC	FDZ066-ww18-20 (OES00301723)_bin.62	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C	91.03	0.335	1841084	1843	96	0.0521
DSGC	FDZ066-ww18-20 (OES00301723)_bin.64	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__PeH17	s__PeH17	93.93	1.342	1961178	1714	104	0.0607
DSGC	FDZ066-ww18-20 (OES00301723)_bin.66	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217	91.27	2.181	1592441	1630	87	0.0534
DSGC	FDZ066-ww18-20 (OES00301723)_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter	90.2	1.342	2830323	2444	145	0.0593
DSGC	FDZ066-ww18-20 (OES00301723)_bin.68	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus_A	s__Coprococcus_A	90.77	1.342	2289961	2177	102	0.0469
DSGC	FDZ066-ww18-20 (OES00301723)_bin.69	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma	92.03	1.52	2328936	2156	132	0.0612
DSGC	FDZ066-ww18-20 (OES00301723)_bin.71	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira	94.01	2.369	2508532	2383	127	0.0533
DSGC	FDZ066-ww18-20 (OES00301723)_bin.72	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium	96.22	0	2111136	2110	173	0.082
DSGC	FDZ066-ww18-20 (OES00301723)_bin.73	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G	94.91	0.671	1822091	1698	92	0.0542
DSGC	FDZ066-ww18-20 (OES00301723)_bin.76	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster	91.05	0.172	2978264	2684	124	0.0462
DSGC	FDZ066-ww18-20 (OES00301723)_bin.78	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus	93.73	0	1770241	1675	91	0.0543
DSGC	FDZ066-ww18-20 (OES00301723)_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R	97.31	0.671	1817620	1637	101	0.0617
DSGC	FDZ066-ww18-20 (OES00301723)_bin.83	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger	94.04	2.04	2194847	1942	99	0.051
DSGC	FDZ066-ww18-20 (OES00301723)_bin.84	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E	94.69	3.937	1703930	1752	113	0.0645
DSGC	FDZ066-ww18-20 (OES00301723)_bin.86	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__Odoribacter	92.2	0	3242358	2765	130	0.047
DSGC	FDZ066-ww18-20 (OES00301723)_bin.88	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium	90.57	1.497	1820748	1579	117	0.0741
DSGC	FDZ066-ww18-20 (OES00301723)_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F	92.35	0.894	2111767	2009	110	0.0548
DSGC	FDZ066-ww18-20 (OES00301723)_bin.92	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Tidjanibacter	s__Tidjanibacter	90.25	0.747	2250919	2292	129	0.0563
DSGC	FDZ066-ww18-20 (OES00301723)_bin.97	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__Barnesiella	98.39	0.943	3192629	2719	120	0.0441
DSGC	FDZ066-ww2-4 (OES00301724)_bin.112	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA828	f__UBA828	g__PTKB01	s__	96.73	0.434	3195483	3154	126	0.0399
DSGC	FDZ066-ww2-4 (OES00301724)_bin.42	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter	99.9	0	2976698	2485	145	0.0584
DSGC	FDZ066-ww2-4 (OES00301724)_bin.47	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Simkaniaceae	g__JAAKFF01	s__	92.29	3.828	1956159	1936	142	0.0733
DSGC	FDZ066-YBuR10-12 (OES00301727)_bin.3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Telluria	s__	100	1.122	5863008	5161	203	0.0393
DSGC	FDZ066-YBuR10-12 (OES00301727)_bin.6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Spongiibacteraceae	g__	s__	98.71	0.733	4539093	4238	171	0.0403
DSGC	FDZ066-YBuR2-4 (OES00301732)_bin.10	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__WVZY01	f__JAKEHA01	g__	s__	97.43	2.197	3262828	3052	151	0.0495
DSGC	FDZ066-YBuR2-4 (OES00301732)_bin.79	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__JACZUZ01	g__JACZUZ01	s__JACZUZ01	98.83	2.876	2986941	2603	129	0.0496
DSGC	FDZ066-YBuR4-6 (OES00301733)_bin.41	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA8366	f__	g__	s__	92.5	0.434	2751677	2785	123	0.0442
DSGC	FDZ069-BaYG_BaYR12-14 (OES00301740)_bin.32	d__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__Fimbriimonadaceae	g__JADFMN01	s__	91.2	2.88	3057790	2911	155	0.0532
DSGC	FDZ069-BaYG_BaYR6-8 (OES00301743)_bin.14	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__JADFRH01	s__	92.04	0	3157065	2792	198	0.0709
DSGC	FDZ069-BaYG_BaYR6-8 (OES00301743)_bin.31	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	o__UBA2774	f__JADFKM01	g__	s__	95.51	1.68	2038822	2003	112	0.0559
DSGC	FDZ069-BaYG_BaYR8-10 (OES00301744)_bin.12	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA2985	f__UBA2985	g__JACQTZ01	s__	96	2.31	3010203	3127	221	0.0707
DSGC	FDZ069-BaYG_BaYR8-10 (OES00301744)_bin.5	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__FEB-12	g__	s__	96.7	0	2923101	2556	115	0.045
DSGC	FDZ069-BaYG_BaYR8-10 (OES00301744)_bin.77	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__Fen-1342	g__	s__	97.72	3.409	5197275	4496	251	0.0558
DSGC	FDZ069-GBeBe14-16 (OES00301748)_bin.41	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__SZUA-217	s__SZUA-217	98.21	0.427	2825064	3228	225	0.0697
DSGC	FDZ069-GBeBe28-30 (OES00301756)_bin.34	d__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__Fimbriimonadaceae	g__JADFMN01	s__	92.12	1.851	3119526	2897	139	0.048
