GeneCluster	RGC	REG_rate	Mem
Soil_0098723502	DS	0.07 	366
Soil_0104304174	DS	0.07 	214
DSM_0297914216	DS	0.07 	367
DSM_0209419384	DS	0.07 	153
Soil_0033612553	DS	0.07 	107
Soil_0003414357	DS	0.07 	46
DSM_0231240011	DS	0.07 	46
DSM_0213326077	DS	0.07 	276
DSM_0479474690	DS	0.07 	46
DSM_0005166448	DS	0.07 	92
DSM_0214844834	DS	0.07 	92
DSM_0199566695	DS	0.07 	46
Soil_0149497442	DS	0.07 	46
DSM_0251776917	DS	0.07 	261
DSM_0288175844	DS	0.07 	307
DSM_0275832516	DS	0.07 	261
DSM_0451672870	DS	0.07 	169
DSM_0047967461	DS	0.07 	169
DSM_0061676323	DS	0.07 	123
Soil_0125563072	DS	0.06 	77
Soil_0037642584	DS	0.06 	154
Soil_0146326021	DS	0.06 	231
DSM_0130048048	DS	0.06 	339
DSM_0074605860	DS	0.06 	77
DSM_0400310959	DS	0.06 	447
DSM_0112531618	DS	0.06 	108
DSM_0412585069	DS	0.06 	108
DSM_0093068167	DS	0.06 	201
Soil_0005015822	DS	0.06 	340
DSM_0301647567	DS	0.06 	232
Soil_0107047412	DS	0.06 	294
DSM_0316050070	DS	0.06 	217
Soil_0050731189	DS	0.06 	186
DSM_0285250977	DS	0.06 	62
DSM_0109204767	DS	0.06 	31
DSM_0309894005	DS	0.06 	279
DSM_0052416090	DS	0.06 	217
Soil_0069973984	DS	0.06 	31
Soil_0044974462	DS	0.06 	31
DSM_0111066581	DS	0.06 	62
DSM_0370185031	DS	0.06 	31
DSM_0375789970	DS	0.06 	31
Soil_0076896767	DS	0.06 	62
DSM_0044583641	DS	0.06 	264
DSM_0072119791	DS	0.06 	357
DSM_0010415064	DS	0.06 	357
DSM_0284846318	DS	0.06 	140
DSM_0258205262	DS	0.06 	171
DSM_0107760962	DS	0.06 	374
DSM_0286977556	DS	0.06 	109
DSM_0105455511	DS	0.06 	109
DSM_0087707080	DS	0.06 	109
DSM_0419693058	DS	0.06 	78
DSM_0179788960	DS	0.06 	78
Soil_0042142411	DS	0.06 	125
DSM_0120054195	DS	0.06 	422
DSM_0160084397	DS	0.06 	172
DSM_0213018619	DS	0.06 	328
Soil_0062902431	DS	0.06 	297
DSM_0377952421	DS	0.06 	328
DSM_0273209112	DS	0.06 	391
DSM_0459888811	DS	0.06 	47
DSM_0122685988	DS	0.06 	376
DSM_0241200167	DS	0.06 	94
DSM_0037922563	DS	0.06 	141
OM-RGC.v2.028380809	DS	0.06 	47
DSM_0116340995	DS	0.06 	376
DSM_0257999301	DS	0.06 	235
DSM_0369000234	DS	0.06 	439
DSM_0245435937	DS	0.06 	376
DSM_0077662938	DS	0.06 	361
DSM_0421094366	DS	0.06 	220
DSM_0284548499	DS	0.06 	346
Soil_0155942570	DS	0.06 	110
DSM_0500841986	DS	0.06 	173
DSM_0020369848	DS	0.06 	236
Soil_0102552123	DS	0.06 	126
DSM_0120768028	DS	0.06 	63
DSM_0332910143	DS	0.06 	63
DSM_0081892945	DS	0.06 	347
Soil_0032676084	DS	0.06 	142
DSM_0036236873	DS	0.06 	268
Soil_0022788047	DS	0.06 	237
OM-RGC.v2.030424683	DS	0.06 	79
DSM_0412760461	DS	0.06 	316
OM-RGC.v2.034989321	DS	0.06 	79
DSM_0055610689	DS	0.06 	285
DSM_0068672982	DS	0.06 	285
Soil_0091572929	DS	0.06 	380
DSM_0227214795	DS	0.06 	190
Soil_0006908594	DS	0.06 	222
DSM_0355049819	DS	0.06 	206
DSM_0402740733	DS	0.06 	381
DSM_0115463859	DS	0.06 	127
DSM_0489343906	DS	0.06 	159
DSM_0131149863	DS	0.06 	159
DSM_0450920145	DS	0.06 	159
Soil_0060495560	DS	0.06 	239
DSM_0144487516	DS	0.06 	191
DSM_0054075029	DS	0.06 	191
Soil_0154331965	DS	0.06 	191
DSM_0236423170	DS	0.06 	207
DSM_0011173593	DS	0.06 	223
OM-RGC.v2.024970297	DS	0.06 	414
Soil_0100426255	DS	0.06 	462
DSM_0069518536	DS	0.06 	415
DSM_0448142701	DS	0.06 	255
Soil_0116147520	DS	0.06 	16
Soil_0089461036	DS	0.06 	16
DSM_0440712651	DS	0.06 	16
Soil_0138061347	DS	0.06 	16
Soil_0006852471	DS	0.06 	16
DSM_0179819698	DS	0.06 	128
Soil_0150476535	DS	0.06 	32
Soil_0008212181	DS	0.06 	96
DSM_0042032980	DS	0.06 	16
Soil_0131572494	DS	0.06 	16
Soil_0124257512	DS	0.06 	16
Soil_0123738190	DS	0.06 	192
OM-RGC.v2.000129454	DS	0.06 	48
DSM_0088440106	DS	0.06 	32
Soil_0021548169	DS	0.06 	16
DSM_0281032492	DS	0.06 	96
Soil_0007991864	DS	0.06 	80
Soil_0085065405	DS	0.06 	16
Soil_0067487555	DS	0.06 	32
Soil_0058450904	DS	0.06 	16
OM-RGC.v2.031347124	DS	0.06 	16
DSM_0479061905	DS	0.06 	208
DSM_0154259099	DS	0.06 	96
Soil_0159786338	DS	0.06 	16
DSM_0496371249	DS	0.06 	48
OM-RGC.v2.010140808	DS	0.06 	48
DSM_0172057230	DS	0.06 	96
OM-RGC.v2.029205757	DS	0.06 	96
Soil_0075534711	DS	0.06 	176
Soil_0032134818	DS	0.06 	64
DSM_0386536868	DS	0.06 	64
DSM_0475919393	DS	0.06 	16
DSM_0335089548	DS	0.06 	32
Soil_0070286914	DS	0.06 	48
Soil_0002334373	DS	0.06 	64
Soil_0016430539	DS	0.06 	32
DSM_0304919238	DS	0.06 	305
OM-RGC.v2.035455674	DS	0.06 	273
Soil_0088541524	DS	0.06 	241
OM-RGC.v2.001938627	DS	0.06 	402
DSM_0176285169	DS	0.06 	241
DSM_0094559628	DS	0.06 	193
Soil_0028544985	DS	0.06 	161
DSM_0205041657	DS	0.06 	145
DSM_0396057900	DS	0.06 	177
Soil_0084366430	DS	0.06 	258
OM-RGC.v2.023367293	DS	0.06 	97
Soil_0130550672	DS	0.06 	97
DSM_0454377032	DS	0.06 	194
DSM_0381901163	DS	0.06 	97
Soil_0006948678	DS	0.06 	97
DSM_0448169660	DS	0.06 	113
Soil_0013840191	DS	0.06 	307
DSM_0313187484	DS	0.06 	194
DSM_0284206300	DS	0.06 	420
DSM_0306536782	DS	0.06 	113
DSM_0366049749	DS	0.06 	340
DSM_0446581582	DS	0.06 	162
Soil_0156030490	DS	0.06 	81
DSM_0274011324	DS	0.06 	81
DSM_0494675477	DS	0.06 	292
DSM_0239631141	DS	0.06 	406
DSM_0131503772	DS	0.06 	146
DSM_0397793435	DS	0.06 	276
DSM_0105854600	DS	0.06 	146
DSM_0234990939	DS	0.06 	357
DSM_0341800294	DS	0.06 	130
DSM_0326873474	DS	0.06 	65
DSM_0362668596	DS	0.06 	309
DSM_0182543518	DS	0.06 	114
Soil_0077834012	DS	0.06 	114
DSM_0201901479	DS	0.06 	163
Soil_0140892545	DS	0.06 	163
DSM_0366599138	DS	0.06 	147
Soil_0023237433	DS	0.06 	49
DSM_0417109187	DS	0.06 	49
DSM_0108375782	DS	0.06 	245
DSM_0380365902	DS	0.06 	98
Soil_0096034677	DS	0.06 	49
Soil_0064541236	DS	0.06 	49
Soil_0000566774	DS	0.06 	49
Soil_0078255049	DS	0.06 	131
Soil_0061202667	DS	0.06 	262
DSM_0168803715	DS	0.06 	82
Soil_0070616334	DS	0.06 	328
Soil_0005456062	DS	0.06 	82
DSM_0075521444	DS	0.06 	82
DSM_0176725851	DS	0.06 	197
DSM_0286902025	DS	0.06 	394
DSM_0320373694	DS	0.06 	115
Soil_0080915689	DS	0.06 	181
Soil_0132965772	DS	0.06 	148
DSM_0066745600	DS	0.06 	362
DSM_0235064114	DS	0.06 	148
OM-RGC.v2.010985848	DS	0.06 	214
DSM_0474974065	DS	0.06 	247
DSM_0061930651	DS	0.06 	280
DSM_0455741202	DS	0.06 	132
DSM_0042763185	DS	0.06 	396
DSM_0264882814	DS	0.06 	297
Soil_0141858595	DS	0.06 	33
DSM_0286558438	DS	0.06 	33
Soil_0047066242	DS	0.06 	198
OM-RGC.v2.000850015	DS	0.06 	132
DSM_0161453726	DS	0.06 	66
DSM_0462767000	DS	0.06 	264
DSM_0329692238	DS	0.06 	33
DSM_0085766881	DS	0.06 	66
DSM_0372814247	DS	0.06 	264
DSM_0416546551	DS	0.06 	66
DSM_0242258668	DS	0.06 	231
DSM_0092996639	DS	0.06 	132
DSM_0098423688	DS	0.06 	264
DSM_0241883606	DS	0.06 	198
DSM_0187418455	DS	0.06 	231
DSM_0083689043	DS	0.06 	33
Soil_0134374051	DS	0.06 	33
DSM_0272216722	DS	0.06 	165
DSM_0264533645	DS	0.06 	99
Soil_0079676594	DS	0.06 	33
DSM_0037572906	DS	0.06 	281
DSM_0211708059	DS	0.06 	149
DSM_0087445725	DS	0.06 	364
DSM_0178895834	DS	0.06 	149
DSM_0080692884	DS	0.06 	282
DSM_0044969022	DS	0.06 	116
DSM_0121576338	DS	0.06 	199
DSM_0043501033	DS	0.06 	116
DSM_0212851802	DS	0.06 	249
DSM_0045217406	DS	0.06 	83
DSM_0467753203	DS	0.06 	166
DSM_0368697298	DS	0.06 	166
DSM_0417439094	DS	0.06 	83
Soil_0106196464	DS	0.06 	299
DSM_0215969121	DS	0.06 	133
DSM_0158683819	DS	0.06 	133
OM-RGC.v2.034957162	DS	0.06 	283
DSM_0334901523	DS	0.06 	183
DSM_0283938397	DS	0.06 	283
DSM_0404204540	DS	0.06 	183
DSM_0117134546	DS	0.06 	183
DSM_0181220090	DS	0.06 	366
DSM_0120095371	DS	0.06 	200
Soil_0150771910	DS	0.06 	50
DSM_0479242907	DS	0.06 	50
DSM_0265455536	DS	0.06 	250
OM-RGC.v2.001608657	DS	0.06 	100
DSM_0389647459	DS	0.06 	50
DSM_0251407102	DS	0.06 	367
Soil_0053983536	DS	0.06 	384
Soil_0107448492	DS	0.06 	217
OM-RGC.v2.031469351	DS	0.06 	317
DSM_0400726572	DS	0.06 	317
DSM_0083135049	DS	0.06 	184
OM-RGC.v2.001226857	DS	0.06 	234
DSM_0150032315	DS	0.06 	117
DSM_0109512102	DS	0.06 	117
DSM_0421992476	DS	0.06 	67
Soil_0120786449	DS	0.06 	67
DSM_0448235252	DS	0.06 	235
OM-RGC.v2.003358718	DS	0.06 	302
DSM_0141047370	DS	0.06 	218
DSM_0076005429	DS	0.06 	319
DSM_0308380061	DS	0.06 	151
DSM_0155989603	DS	0.06 	151
Soil_0126166300	DS	0.06 	269
Soil_0057223388	DS	0.06 	353
DSM_0433055790	DS	0.06 	353
DSM_0102260622	DS	0.06 	84
DSM_0428833655	DS	0.06 	387
DSM_0040455048	DS	0.06 	101
DSM_0152508594	DS	0.06 	101
DSM_0174800503	DS	0.06 	118
DSM_0491280867	DS	0.06 	270
DSM_0310324793	DS	0.06 	152
DSM_0072023573	DS	0.06 	355
Soil_0052595198	DS	0.06 	152
DSM_0129343957	DS	0.06 	152
DSM_0188697351	DS	0.06 	474
Soil_0099511923	DS	0.06 	389
Soil_0094024712	DS	0.06 	186
Soil_0069138619	DS	0.06 	186
Soil_0095903507	DS	0.06 	457
DSM_0250865399	DS	0.06 	254
OM-RGC.v2.035798569	DS	0.06 	271
DSM_0104236372	DS	0.06 	356
DSM_0128761965	DS	0.06 	136
DSM_0091626897	DS	0.06 	17
DSM_0231542926	DS	0.06 	136
DSM_0494412692	DS	0.06 	238
OM-RGC.v2.016801789	DS	0.06 	136
DSM_0423190392	DS	0.06 	51
Soil_0101197032	DS	0.06 	34
DSM_0339487151	DS	0.06 	204
DSM_0295288116	DS	0.06 	34
DSM_0394883822	DS	0.06 	17
Soil_0039061029	DS	0.06 	51
DSM_0067390530	DS	0.06 	17
DSM_0439753796	DS	0.06 	34
Soil_0016932528	DS	0.06 	119
DSM_0271213661	DS	0.06 	17
OM-RGC.v2.032862360	DS	0.06 	51
Soil_0041484802	DS	0.06 	34
DSM_0499648569	DS	0.06 	238
Soil_0027207700	DS	0.06 	17
Soil_0120521939	DS	0.06 	34
Soil_0156565172	DS	0.06 	34
DSM_0125204218	DS	0.06 	51
DSM_0314657335	DS	0.06 	85
Soil_0130735978	DS	0.06 	17
DSM_0403710831	DS	0.06 	255
Soil_0151166293	DS	0.06 	51
Soil_0036012423	DS	0.06 	51
Soil_0012516392	DS	0.06 	34
DSM_0153561812	DS	0.06 	136
Soil_0132519559	DS	0.06 	17
DSM_0003849973	DS	0.06 	85
DSM_0260163368	DS	0.06 	34
DSM_0366371375	DS	0.06 	239
DSM_0152881583	DS	0.06 	239
DSM_0323814408	DS	0.06 	324
DSM_0242518308	DS	0.06 	137
DSM_0339268788	DS	0.06 	154
DSM_0185904498	DS	0.06 	411
DSM_0074361988	DS	0.06 	206
Soil_0011367513	DS	0.06 	103
DSM_0242555084	DS	0.06 	103
DSM_0345197679	DS	0.06 	120
DSM_0286492310	DS	0.06 	223
DSM_0293990397	DS	0.06 	120
DSM_0183519757	DS	0.06 	103
Soil_0052756243	DS	0.06 	275
DSM_0211177689	DS	0.06 	241
DSM_0159140879	DS	0.06 	86
Soil_0060318576	DS	0.06 	258
DSM_0363888565	DS	0.06 	69
DSM_0108508475	DS	0.06 	138
DSM_0108837795	DS	0.06 	138
OM-RGC.v2.014109656	DS	0.06 	138
OM-RGC.v2.001387545	DS	0.06 	121
DSM_0345615419	DS	0.06 	242
Soil_0063426543	DS	0.06 	121
Soil_0038887736	DS	0.06 	190
DSM_0454723757	DS	0.06 	121
DSM_0028468973	DS	0.06 	173
DSM_0207306513	DS	0.06 	312
OM-RGC.v2.033141675	DS	0.06 	52
DSM_0099066536	DS	0.06 	52
DSM_0081863766	DS	0.06 	52
DSM_0138740807	DS	0.06 	260
DSM_0020743010	DS	0.06 	156
Soil_0098083262	DS	0.06 	52
Soil_0064035463	DS	0.06 	52
DSM_0305716347	DS	0.06 	139
DSM_0362697601	DS	0.06 	382
Soil_0001650641	DS	0.06 	87
DSM_0353094169	DS	0.06 	87
Soil_0063695894	DS	0.06 	87
DSM_0124373019	DS	0.06 	87
DSM_0057419092	DS	0.06 	87
DSM_0387230199	DS	0.06 	87
DSM_0019485565	DS	0.06 	174
DSM_0150859773	DS	0.06 	87
DSM_0046464652	DS	0.06 	122
OM-RGC.v2.036395042	DS	0.06 	122
DSM_0077604010	DS	0.06 	384
DSM_0469413316	DS	0.06 	227
DSM_0080522198	DS	0.06 	402
DSM_0250382584	DS	0.06 	297
OM-RGC.v2.000523044	DS	0.06 	70
DSM_0342753752	DS	0.06 	35
DSM_0142642149	DS	0.06 	35
DSM_0028650297	DS	0.06 	35
DSM_0060994582	DS	0.06 	140
DSM_0349509391	DS	0.06 	140
DSM_0350010770	DS	0.06 	70
OM-RGC.v2.026962070	DS	0.06 	70
DSM_0239314423	DS	0.06 	35
Soil_0091536389	DS	0.06 	210
DSM_0340362386	DS	0.06 	105
Soil_0011240585	DS	0.06 	35
DSM_0055853721	DS	0.06 	35
Soil_0011415377	DS	0.06 	35
Soil_0063017263	DS	0.06 	70
DSM_0478875131	DS	0.06 	35
DSM_0077738298	DS	0.06 	351
DSM_0340664917	DS	0.06 	158
DSM_0124881126	DS	0.06 	123
DSM_0154249250	DS	0.06 	281
DSM_0480474232	DS	0.06 	123
DSM_0040773649	DS	0.06 	281
DSM_0001813500	DS	0.06 	176
DSM_0467699218	DS	0.06 	264
DSM_0150417456	DS	0.06 	475
Soil_0065749048	DS	0.06 	141
DSM_0244619354	DS	0.06 	194
DSM_0223966073	DS	0.06 	141
DSM_0125291000	DS	0.06 	141
DSM_0184223626	DS	0.06 	423
DSM_0405261784	DS	0.06 	106
DSM_0366839160	DS	0.06 	106
DSM_0250814899	DS	0.06 	53
Soil_0152053228	DS	0.06 	336
Soil_0076208246	DS	0.06 	124
DSM_0142497368	DS	0.06 	319
DSM_0425661755	DS	0.06 	337
DSM_0166711186	DS	0.06 	195
DSM_0155353729	DS	0.06 	142
Soil_0102283113	DS	0.06 	142
DSM_0133654047	DS	0.06 	160
Soil_0007352914	DS	0.06 	71
DSM_0404513711	DS	0.06 	142
DSM_0228757678	DS	0.06 	373
DSM_0413140878	DS	0.06 	71
Soil_0089669981	DS	0.06 	71
Soil_0053244135	DS	0.06 	213
DSM_0414087275	DS	0.06 	213
DSM_0190129896	DS	0.06 	160
DSM_0181688424	DS	0.06 	267
DSM_0336763832	DS	0.06 	89
DSM_0230315315	DS	0.06 	249
DSM_0119456136	DS	0.06 	321
DSM_0496070965	DS	0.06 	107
DSM_0018674397	DS	0.06 	428
DSM_0259799077	DS	0.06 	339
Soil_0031117061	DS	0.06 	161
DSM_0050222268	DS	0.06 	322
Soil_0010642379	DS	0.06 	143
DSM_0063637402	DS	0.06 	161
DSM_0422966751	DS	0.06 	179
DSM_0351765571	DS	0.06 	197
Soil_0083917694	DS	0.06 	215
DSM_0116380889	DS	0.06 	305
Soil_0150754691	DS	0.06 	359
DSM_0080850915	DS	0.06 	36
Soil_0102934648	DS	0.06 	18
Soil_0050725058	DS	0.06 	36
DSM_0119545100	DS	0.06 	180
DSM_0163061609	DS	0.06 	108
DSM_0140293126	DS	0.06 	18
DSM_0064810658	DS	0.06 	180
DSM_0395128941	DS	0.06 	288
Soil_0041872228	DS	0.06 	18
OM-RGC.v2.041182355	DS	0.06 	18
Soil_0102434004	DS	0.06 	18
DSM_0281784364	DS	0.06 	18
DSM_0435124556	DS	0.06 	18
DSM_0464435523	DS	0.06 	18
Soil_0153983422	DS	0.06 	36
DSM_0486018708	DS	0.06 	90
Soil_0116255998	DS	0.06 	198
OM-RGC.v2.003363105	DS	0.06 	126
Soil_0024205442	DS	0.06 	18
DSM_0347392816	DS	0.06 	234
Soil_0082719381	DS	0.06 	18
Soil_0090744802	DS	0.06 	18
DSM_0233240643	DS	0.06 	90
DSM_0344438164	DS	0.06 	36
Soil_0084389759	DS	0.06 	18
DSM_0403444641	DS	0.06 	36
Soil_0075446909	DS	0.06 	18
DSM_0048060837	DS	0.06 	18
Soil_0092289465	DS	0.06 	18
DSM_0353827946	DS	0.06 	253
DSM_0211916792	DS	0.06 	199
Soil_0142979024	DS	0.06 	199
OM-RGC.v2.025231773	DS	0.06 	163
DSM_0012067286	DS	0.06 	127
DSM_0423969886	DS	0.06 	345
DSM_0201044177	DS	0.06 	472
DSM_0468382661	DS	0.06 	291
DSM_0040247693	DS	0.06 	109
Soil_0102128399	DS	0.06 	109
DSM_0170091130	DS	0.06 	200
DSM_0011341143	DS	0.06 	109
DSM_0285831636	DS	0.05 	91
DSM_0348669764	DS	0.05 	164
DSM_0121627267	DS	0.05 	273
Soil_0144676066	DS	0.05 	91
DSM_0011767170	DS	0.05 	364
DSM_0054020842	DS	0.05 	310
OM-RGC.v2.032999839	DS	0.05 	292
DSM_0314955548	DS	0.05 	73
DSM_0224007030	DS	0.05 	128
OM-RGC.v2.010892474	DS	0.05 	128
DSM_0024550465	DS	0.05 	183
DSM_0198535977	DS	0.05 	110
DSM_0085282916	DS	0.05 	110
DSM_0300132720	DS	0.05 	110
Soil_0047318355	DS	0.05 	55
DSM_0056709355	DS	0.05 	55
DSM_0349711823	DS	0.05 	422
DSM_0176546951	DS	0.05 	55
DSM_0112492494	DS	0.05 	257
Soil_0130715341	DS	0.05 	55
DSM_0218629969	DS	0.05 	55
DSM_0160157091	DS	0.05 	55
DSM_0173787091	DS	0.05 	202
DSM_0475210311	DS	0.05 	239
DSM_0319685843	DS	0.05 	147
DSM_0452508418	DS	0.05 	239
DSM_0213424478	DS	0.05 	147
Soil_0074498083	DS	0.05 	92
DSM_0172136965	DS	0.05 	92
DSM_0195571082	DS	0.05 	92
DSM_0382082660	DS	0.05 	92
DSM_0189648540	DS	0.05 	276
OM-RGC.v2.032032821	DS	0.05 	166
DSM_0327520451	DS	0.05 	222
DSM_0364150343	DS	0.05 	74
OM-RGC.v2.005016019	DS	0.05 	37
OM-RGC.v2.000703367	DS	0.05 	37
DSM_0322625764	DS	0.05 	37
DSM_0437245745	DS	0.05 	74
DSM_0458230798	DS	0.05 	222
Soil_0090894899	DS	0.05 	37
DSM_0471443918	DS	0.05 	37
DSM_0198845302	DS	0.05 	37
DSM_0386060440	DS	0.05 	111
DSM_0426842698	DS	0.05 	37
Soil_0075945813	DS	0.05 	37
DSM_0299845874	DS	0.05 	314
Soil_0127755738	DS	0.05 	37
Soil_0008432774	DS	0.05 	37
DSM_0498117759	DS	0.05 	351
DSM_0442035806	DS	0.05 	37
DSM_0176844523	DS	0.05 	463
DSM_0184026126	DS	0.05 	241
Soil_0069124303	DS	0.05 	167
DSM_0184982215	DS	0.05 	167
DSM_0405179129	DS	0.05 	297
Soil_0043163950	DS	0.05 	130
Soil_0044669490	DS	0.05 	372
DSM_0354849108	DS	0.05 	93
DSM_0451224821	DS	0.05 	93
DSM_0386604934	DS	0.05 	260
DSM_0038941780	DS	0.05 	93
DSM_0058568062	DS	0.05 	410
Soil_0063186933	DS	0.05 	149
Soil_0036685614	DS	0.05 	205
DSM_0112706820	DS	0.05 	149
DSM_0135544536	DS	0.05 	429
DSM_0052378812	DS	0.05 	56
DSM_0230849750	DS	0.05 	56
Soil_0099746471	DS	0.05 	56
DSM_0492569893	DS	0.05 	280
Soil_0074495421	DS	0.05 	56
DSM_0163625305	DS	0.05 	112
DSM_0016785207	DS	0.05 	187
DSM_0307059192	DS	0.05 	355
Soil_0029514432	DS	0.05 	131
Soil_0114734485	DS	0.05 	131
Soil_0127560351	DS	0.05 	131
DSM_0460950230	DS	0.05 	281
Soil_0138945663	DS	0.05 	206
DSM_0469683323	DS	0.05 	131
DSM_0446126854	DS	0.05 	75
DSM_0393849011	DS	0.05 	169
Soil_0078106424	DS	0.05 	301
DSM_0150245354	DS	0.05 	113
DSM_0416398273	DS	0.05 	113
DSM_0252358765	DS	0.05 	452
OM-RGC.v2.034124260	DS	0.05 	132
DSM_0106315826	DS	0.05 	283
Soil_0126378648	DS	0.05 	170
DSM_0416189753	DS	0.05 	208
DSM_0245237043	DS	0.05 	208
DSM_0253700367	DS	0.05 	265
DSM_0105548807	DS	0.05 	379
Soil_0089980265	DS	0.05 	38
DSM_0152863435	DS	0.05 	133
Soil_0152450860	DS	0.05 	38
Soil_0077939225	DS	0.05 	38
DSM_0248561780	DS	0.05 	19
DSM_0428470774	DS	0.05 	57
DSM_0210616268	DS	0.05 	152
Soil_0081856143	DS	0.05 	76
DSM_0020416205	DS	0.05 	19
DSM_0362385383	DS	0.05 	114
Soil_0138455403	DS	0.05 	76
DSM_0209484223	DS	0.05 	152
DSM_0237140686	DS	0.05 	114
DSM_0459209886	DS	0.05 	57
DSM_0317274451	DS	0.05 	95
OM-RGC.v2.009922198	DS	0.05 	38
Soil_0067358702	DS	0.05 	19
DSM_0112566544	DS	0.05 	19
Soil_0099508050	DS	0.05 	19
DSM_0021140619	DS	0.05 	57
OM-RGC.v2.043002215	DS	0.05 	38
DSM_0447904335	DS	0.05 	324
DSM_0342141386	DS	0.05 	248
DSM_0059295532	DS	0.05 	421
Soil_0126588369	DS	0.05 	363
DSM_0252313904	DS	0.05 	287
Soil_0079761688	DS	0.05 	172
DSM_0384307577	DS	0.05 	345
DSM_0013383192	DS	0.05 	115
DSM_0253005588	DS	0.05 	364
DSM_0061532960	DS	0.05 	441
DSM_0111311393	DS	0.05 	230
DSM_0491012694	DS	0.05 	365
DSM_0012100399	DS	0.05 	96
DSM_0382438051	DS	0.05 	173
DSM_0149691010	DS	0.05 	173
OM-RGC.v2.028990008	DS	0.05 	77
Soil_0040124940	DS	0.05 	77
Soil_0030383404	DS	0.05 	77
DSM_0388978885	DS	0.05 	270
Soil_0099857591	DS	0.05 	77
DSM_0046604475	DS	0.05 	77
DSM_0227343272	DS	0.05 	231
DSM_0355372179	DS	0.05 	154
DSM_0414459546	DS	0.05 	251
DSM_0322610222	DS	0.05 	328
DSM_0261909818	DS	0.05 	58
Soil_0016835061	DS	0.05 	58
DSM_0248867765	DS	0.05 	232
DSM_0433664677	DS	0.05 	349
DSM_0440450746	DS	0.05 	349
DSM_0108761908	DS	0.05 	426
Soil_0070704452	DS	0.05 	155
DSM_0461218578	DS	0.05 	272
DSM_0341018435	DS	0.05 	233
DSM_0380971749	DS	0.05 	97
DSM_0018578095	DS	0.05 	97
DSM_0212155442	DS	0.05 	272
Soil_0097555858	DS	0.05 	97
Soil_0159368674	DS	0.05 	233
Soil_0051420264	DS	0.05 	350
DSM_0480173272	DS	0.05 	292
Soil_0141973203	DS	0.05 	39
Soil_0011297065	DS	0.05 	39
DSM_0238147021	DS	0.05 	39
OM-RGC.v2.035338571	DS	0.05 	156
Soil_0070672460	DS	0.05 	39
Soil_0081072590	DS	0.05 	371
DSM_0287105429	DS	0.05 	391
Soil_0070760185	DS	0.05 	176
DSM_0450934489	DS	0.05 	137
DSM_0356357801	DS	0.05 	137
Soil_0098509417	DS	0.05 	137
DSM_0472476652	DS	0.05 	98
Soil_0055347777	DS	0.05 	471
DSM_0079353497	DS	0.05 	196
DSM_0224331619	DS	0.05 	353
DSM_0307578579	DS	0.05 	98
DSM_0168675739	DS	0.05 	334
OM-RGC.v2.031892079	DS	0.05 	216
DSM_0237512954	DS	0.05 	275
Soil_0099838451	DS	0.05 	59
DSM_0318454064	DS	0.05 	433
DSM_0287724391	DS	0.05 	118
DSM_0364332450	DS	0.05 	59
DSM_0418370949	DS	0.05 	177
DSM_0087893743	DS	0.05 	118
Soil_0103053747	DS	0.05 	118
DSM_0436846418	DS	0.05 	138
DSM_0249697528	DS	0.05 	217
DSM_0199389051	DS	0.05 	217
DSM_0025738240	DS	0.05 	138
Soil_0120221855	DS	0.05 	257
DSM_0396340113	DS	0.05 	237
Soil_0153795333	DS	0.05 	237
DSM_0435167977	DS	0.05 	257
DSM_0049777882	DS	0.05 	257
Soil_0085195068	DS	0.05 	237
Soil_0019384276	DS	0.05 	79
DSM_0450069470	DS	0.05 	297
DSM_0252078364	DS	0.05 	297
DSM_0057797826	DS	0.05 	198
DSM_0430858711	DS	0.05 	99
DSM_0461854132	DS	0.05 	297
Soil_0019042366	DS	0.05 	277
Soil_0092573467	DS	0.05 	119
DSM_0348726610	DS	0.05 	139
DSM_0388296809	DS	0.05 	119
DSM_0170018982	DS	0.05 	119
Soil_0156016705	DS	0.05 	119
DSM_0153512248	DS	0.05 	298
DSM_0136225968	DS	0.05 	458
DSM_0148835409	DS	0.05 	259
DSM_0177666239	DS	0.05 	379
DSM_0094319911	DS	0.05 	80
DSM_0024209268	DS	0.05 	20
OM-RGC.v2.019756339	DS	0.05 	40
Soil_0089311770	DS	0.05 	20
DSM_0108222109	DS	0.05 	40
DSM_0388666161	DS	0.05 	20
DSM_0002662696	DS	0.05 	20
Soil_0061187067	DS	0.05 	20
DSM_0137770091	DS	0.05 	80
Soil_0027095200	DS	0.05 	20
DSM_0068566156	DS	0.05 	20
DSM_0033391662	DS	0.05 	440
DSM_0277914291	DS	0.05 	40
DSM_0337437230	DS	0.05 	420
Soil_0140219431	DS	0.05 	120
DSM_0084267326	DS	0.05 	40
DSM_0430836466	DS	0.05 	100
DSM_0374214005	DS	0.05 	100
DSM_0031895425	DS	0.05 	80
Soil_0117479500	DS	0.05 	20
Soil_0115979436	DS	0.05 	20
DSM_0097871785	DS	0.05 	80
Soil_0016141038	DS	0.05 	20
DSM_0229113647	DS	0.05 	140
Soil_0090699618	DS	0.05 	40
Soil_0072481951	DS	0.05 	360
OM-RGC.v2.030308463	DS	0.05 	40
Soil_0102509363	DS	0.05 	20
DSM_0158881191	DS	0.05 	40
DSM_0343211897	DS	0.05 	20
DSM_0317193306	DS	0.05 	40
Soil_0039081068	DS	0.05 	361
DSM_0370674593	DS	0.05 	221
DSM_0338777801	DS	0.05 	281
